World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
719,396,Anand Raghunathan,https://s.research.com/images/9c9a3d05c2a971f872e58035d835b3caeb391e70-65x65.jpeg,Purdue University West Lafayette,United States,85,25277,443
720,397,Arvind Krishnamurthy,https://s.research.com/images/85bd01c12e7638ba124b65668fd7a78a247af689-65x65.png,University of Washington,United States,85,25124,227
721,7,Krithi Ramamritham,https://s.research.com/images/1a65fbb2f1de3bda81fc769d0a8484ada49fb228-65x65.png,Indian Institute of Technology Bombay,India,85,24871,506
722,3,Patricia Melin,https://s.research.com/images/224759a57418d107a2e420ec64d65f71ef89d5cc-65x65.jpeg,Instituto Tecnológico de Tijuana,Mexico,85,23192,901
723,15,Dipti Srinivasan,https://s.research.com/images/1dcafe90400b149ae1711629e201bd53e738f5b1-65x65.jpeg,National University of Singapore,Singapore,85,22336,412
724,398,Naixue Xiong,https://s.research.com/images/7452ccb0b259d2fc290340e2a0bcdfb0f6b1f6e0-65x65.jpeg,Sul Ross State University,United States,85,19863,665
725,399,Ron Weiss,https://s.research.com/images/13f765ae74ab1cd16f73d10cd9a25dcd096fd0ae-65x65.jpeg,MIT,United States,84,175887,219
726,41,John Shawe-Taylor,https://s.research.com/images/47597147db1e1020e82f1231311e31c747fcc8a7-65x65.png,University College London,United Kingdom,84,91592,543
727,7,Tinne Tuytelaars,https://s.research.com/images/19feee4bb24ecda710f6d0101d3b19861783aa70-65x65.jpeg,KU Leuven,Belgium,84,86012,456
728,400,Bernardo A. Huberman,https://s.research.com/images/49d503a50a76260ee669eebe8614a75abb51b4e6-65x65.jpeg,CableLabs,United States,84,52815,325
729,401,Ravi Sandhu,https://s.research.com/images/50bf1113633f48a545c31ef76a6556c687b54230-65x65.jpeg,The University of Texas at San Antonio,United States,84,47091,452
730,42,Barbara Kitchenham,https://s.research.com/images/236f40818863492f8a99ce99d23da64b4a40f8d4-65x65.jpeg,Keele University,United Kingdom,84,44568,250
731,402,David Garlan,https://s.research.com/images/aa8e75ae2df4e2b3c650618e10c71aed3657ef6e-65x65.jpeg,Carnegie Mellon University,United States,84,44287,431
732,97,Xindong Wu,https://s.research.com/images/3e43c22bb71f33d134f8c0557aa1ce69f893ac82-65x65.jpeg,Hefei University of Technology,China,84,44086,642
733,403,Avrim Blum,https://s.research.com/images/5455791d3dfd872fdccbff3ea017df6256accd8a-65x65.jpeg,Toyota Technological Institute at Chicago,United States,84,43667,259
734,404,Ronald M. Summers,https://s.research.com/images/26bde5eb438c191efa508ab071d7267e91bd70b9-65x65.jpeg,National Institutes of Health,United States,84,40377,532
735,405,Jerry L. Prince,https://s.research.com/images/63ec90f1301007497d2ca5f0764882c6678841df-65x65.jpeg,Johns Hopkins University,United States,84,40152,634
736,98,Dahua Lin,https://s.research.com/images/0e1db046e86b92eed3fe4fa003ffa6f446f6a3d4-65x65.jpeg,Chinese University of Hong Kong,China,84,39989,261
737,406,Lyle H. Ungar,https://s.research.com/images/79ce992d57f19e3cff27e29141a577054858d9ac-65x65.jpeg,University of Pennsylvania,United States,84,38458,407
738,407,Henry Kautz,https://s.research.com/images/ad08853730bae255ed9381481160ed426fcca195-65x65.jpeg,University of Virginia,United States,84,37976,253
739,408,Leandros Tassiulas,https://s.research.com/images/b1264cb1b432aad00cf4afb173b76c52810601f8-65x65.jpeg,Yale University,United States,84,36757,585
740,21,Jean-Yves Le Boudec,https://s.research.com/images/7eb284a5acfceab6b7944da571dcbe3fa2b059fc-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,84,36476,435
741,409,Fan Chung,https://s.research.com/images/dcfe0abe19603c4199c82f8de5381ab16ae32aca-65x65.jpeg,"University of California, San Diego",United States,84,36055,311
742,410,R. Srikant,https://s.research.com/images/f1869c169a9970606362b3336420123b69ab5eb1-65x65.jpeg,University of Illinois at Urbana-Champaign,United States,84,35004,393
743,411,Diane J. Cook,https://s.research.com/images/2cd6c99b50ddbb9dc2778e638f8b428719e8214e-65x65.jpeg,Washington State University,United States,84,33168,486
744,412,René Vidal,https://s.research.com/images/4211a8f2317614e0576672236e11af9aea1c333e-65x65.jpeg,University of Pennsylvania,United States,84,32694,340
745,413,Geoffrey M. Voelker,https://s.research.com/images/1aadb2bd156b1ae559ae8ff45faaa94fc81cbb16-65x65.jpeg,"University of California, San Diego",United States,84,32314,207
746,414,Claire Cardie,https://s.research.com/images/937d47ce0434970ccd8485716e1cf7eb53c6b2ab-65x65.jpeg,Cornell University,United States,84,30661,236
747,99,Zhen Lei,https://s.research.com/images/e6c0038e6326e9b741663f668996a1185e80f213-65x65.jpeg,Chinese Academy of Sciences,China,84,30469,289
748,415,Niraj K. Jha,https://s.research.com/images/5c0ef72808271c780928e139d8e6ad8420826bf4-65x65.jpeg,Princeton University,United States,84,30210,601
749,100,Bo Li,https://s.research.com/images/4160a363930f85e017a1c8509538e1db61156a09-65x65.jpeg,Fudan University,China,84,29943,825
750,7,Wiro J. Niessen,https://s.research.com/images/ad653b052116d96f7c0000112c579c78018c6178-65x65.jpeg,Erasmus University Rotterdam,Netherlands,84,29552,561
751,416,Stan Sclaroff,https://s.research.com/images/fbf78a23aaf85a3ebafa78581c047815e06c2341-65x65.jpeg,Boston University,United States,84,29470,321
752,417,Edward J. Delp,https://s.research.com/images/fd8fef5693d9b45c1c771df7933df13865aa8ec2-65x65.jpeg,Purdue University West Lafayette,United States,84,29089,779
753,14,Saeid Nahavandi,https://s.research.com/images/4c05e2489f1999407b98cfe58f17c36d57309f7d-65x65.jpeg,Swinburne University of Technology,Australia,84,28332,1023
754,418,Christos Kozyrakis,https://s.research.com/images/a5c4625588a21508f32063a90ac94d7801a8392d-65x65.jpeg,Stanford University,United States,84,28180,217
755,419,Christopher Ré,https://s.research.com/images/616a661fa9f9b7ee54ce6b907c5bdde2c245b1bd-65x65.jpeg,Stanford University,United States,84,28169,314
756,15,Dragan Gasevic,https://s.research.com/images/b0dd97f080f9ce1ab9086c8417340b87470b0be1-65x65.jpeg,Monash University,Australia,84,27957,722
757,420,Maneesh Agrawala,https://s.research.com/images/2938e54deb8e51b6e3b08c211e2afc35cce3b506-65x65.jpeg,Stanford University,United States,84,27862,270
758,421,Kadangode K. Ramakrishnan,https://s.research.com/images/ec78614c154cce5d20290c927472e41b2a82340c-65x65.jpeg,"University of California, Riverside",United States,84,27859,452
759,422,Nasir Memon,https://s.research.com/images/8f39d22c3ba4bfe7e20dd2c5291c9eee3e6b2cbc-65x65.jpeg,New York University,United States,84,27061,382
760,423,Albert Cohen,https://s.research.com/images/d7fd9f2d6d7c5c28b5146bff3164132bc2d47ae2-65x65.jpeg,Google (United States),United States,84,26672,353
761,424,Divyakant Agrawal,https://s.research.com/images/586a37456964a3e3b046ebe826035df56b199acc-65x65.jpeg,"University of California, Santa Barbara",United States,84,26236,502
762,101,Daqing Zhang,https://s.research.com/images/6cda572fd90b53728032b40a0797d23264d0ce4a-65x65.jpeg,Peking University,China,84,26188,365
763,102,Zheng Chen,https://s.research.com/images/8ff9f5bfa990226a057cefec4ec87bbf5d44c30d-65x65.jpeg,Microsoft Research Asia (China),China,84,26127,339
764,425,Wojciech Matusik,https://s.research.com/images/0c13a23a7467b4d1a6efea38913fb5a704f756a8-65x65.jpeg,MIT,United States,84,26124,323
765,22,Gustavo Alonso,https://s.research.com/images/671505c76b8d9d7ec49e9e51b8d0d0b3b5d38d89-65x65.jpeg,ETH Zurich,Switzerland,84,25342,424
766,103,Xiaofeng Liao,https://s.research.com/images/a1fb45eadf1c03cf3ea040ab2df5ce771d573ade-65x65.jpeg,Chongqing University,China,84,24175,524
767,426,Jonathan J. Hull,https://s.research.com/images/2f79ee5bc28f1f72b61be090e18343124f2f6202-65x65.jpeg,"Independent Scientist / Consultant, US",United States,84,22880,311
768,427,Denys Poshyvanyk,https://s.research.com/images/8b9217e3bc6799f5b1e76594f6007d1c9bd160af-65x65.jpeg,William & Mary,United States,84,20012,225
769,2,Zhihan Lv,https://s.research.com/images/1f110db2e5b0c7cc68388f45f711514579cedac5-65x65.jpeg,Uppsala University,Sweden,84,19521,333
770,428,Cary Lee Bates,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,IBM (United States),United States,84,19338,403
771,43,David Silver,https://s.research.com/images/78947101a017acbd214c1997d0598c6c98042eb1-65x65.jpeg,DeepMind (United Kingdom),United Kingdom,83,162318,181
772,429,Andrew G. Barto,https://s.research.com/images/67adc6aa6d567cca900211b280cd0f77f78f3299-65x65.jpeg,University of Massachusetts Amherst,United States,83,98204,255
773,430,Nitesh V. Chawla,https://s.research.com/images/fcd26eefd55ada07c4a81509befafd81e015ebde-65x65.jpeg,University of Notre Dame,United States,83,87410,448
774,431,Joseph A. Konstan,https://s.research.com/images/2bfea460dbd6a701893a924dcb37e0489c4c8233-65x65.jpeg,University of Minnesota,United States,83,77363,273
775,432,Cynthia Dwork,https://s.research.com/images/bf71d7e0bf6ec28f63302b3f85e4362c49189938-65x65.jpeg,Harvard University,United States,83,70163,216
776,8,Thomas Stützle,https://s.research.com/images/c83cd9da556e4a5e6d94598b2f31f960a0abca30-65x65.jpeg,Université Libre de Bruxelles,Belgium,83,68475,483
777,433,Carlos Guestrin,https://s.research.com/images/53f38a34844637a9d67ff9f514bb58b6223a1db2-65x65.jpeg,Stanford University,United States,83,67894,196
778,434,Scott Makeig,https://s.research.com/images/27444f62f7706802490f149d09a67f11e17b4359-65x65.jpeg,"University of California, San Diego",United States,83,66287,258
779,435,Dhruv Batra,https://s.research.com/images/47dca5c6071b1c6eecd41e122bc41fcccea8436d-65x65.jpeg,Georgia Institute of Technology,United States,83,65070,271
780,436,Brent Waters,https://s.research.com/images/78dc6bf3ea9de4cbef19e96bc52d5ef75c99de3b-65x65.jpeg,The University of Texas at Austin,United States,83,64401,193
781,437,Baining Guo,https://s.research.com/images/16bd748f1787f06452ac5e36a245d588bc768261-65x65.jpeg,Microsoft (United States),United States,83,58145,286
782,24,David J. Fleet,https://s.research.com/images/ba5c931a5e70bbb9c34b4fb033f4c18d34304eaa-65x65.jpeg,University of Toronto,Canada,83,57970,207
783,9,Joos Vandewalle,https://s.research.com/images/92f2a2b721b83c8eea71340a516d26691fb354bc-65x65.jpeg,KU Leuven,Belgium,83,56875,774
784,44,Christopher J. Taylor,https://s.research.com/images/30a6bae94eee57c8354d0e85fc053472efb63cec-65x65.jpeg,Atkins (United Kingdom),United Kingdom,83,50669,446
785,438,Rajeev Rastogi,https://s.research.com/images/e4bff52a59535ffcc1b8417462bac83c17aa3efe-65x65.jpeg,Amazon (United States),United States,83,41084,286
786,439,Hanan Samet,https://s.research.com/images/b0d068a8adf162ccb8f74d1cbcbeefa59b07a56d-65x65.gif,"University of Maryland, College Park",United States,83,38931,396
787,45,David J. Hawkes,https://s.research.com/images/9117685a32d9d34b5bf928c650ca4831bb93344c-65x65.jpeg,University College London,United Kingdom,83,38498,578
788,13,Ron Kimmel,https://s.research.com/images/b637a27c8115ecddaa72958ad5083198eca567e5-65x65.png,Technion – Israel Institute of Technology,Israel,83,38132,390
789,440,Babak Hassibi,https://s.research.com/images/8db5ecd0dd11f1b4190f57f7ab39c381198762d6-65x65.jpeg,California Institute of Technology,United States,83,37902,581
790,104,Deng Cai,https://s.research.com/images/75a264844465e9482cf031ed79e06ebe56baa625-65x65.jpeg,Zhejiang University,China,83,35832,311
791,10,Serge Abiteboul,https://s.research.com/images/549b5102b4561693a6e72d17171f4bedcb52e580-65x65.jpeg,École Normale Supérieure,France,83,35322,356
792,441,Trevor Mudge,https://s.research.com/images/a9e7c204d336bcef459adb853cf25196939ecc31-65x65.jpeg,University of Michigan–Ann Arbor,United States,83,35206,491
793,14,Michal Irani,https://s.research.com/images/6678aa436aef881ca53e7df26a611e02aa53fccf-65x65.jpeg,Weizmann Institute of Science,Israel,83,35179,164
794,105,Qingming Huang,https://s.research.com/images/a9af57b7ffa358a7e93778048296aa7bad4cfa31-65x65.jpeg,University of Chinese Academy of Sciences,China,83,34696,677
795,442,Frank Tom Leighton,https://s.research.com/images/78f1f31a5e7804d8bce764d1100a21bb21cb7df6-65x65.png,MIT,United States,83,34362,244
796,7,Gustau Camps-Valls,https://s.research.com/images/d419f96703a2d61d888cb4eba5f20e84c2bb8641-65x65.jpeg,University of Valencia,Spain,83,33333,442
797,106,Zibin Zheng,https://s.research.com/images/0ce9c32d009c232728102a03b97094a93b3901f2-65x65.gif,Sun Yat-sen University,China,83,32046,375
798,443,Jeffrey Heer,https://s.research.com/images/bc8f485a234122169574162e2fdbecf2cd576c7f-65x65.jpeg,University of Washington,United States,83,31324,198
799,444,Alok Choudhary,https://s.research.com/images/3dcda373cc46a1ff88113cb8ffe640d0ddb64dfc-65x65.jpeg,Northwestern University,United States,83,30010,694
800,445,Jeffrey A. Fessler,https://s.research.com/images/cd5958431756f31f436347e56bd01c36777dae87-65x65.jpeg,University of Michigan–Ann Arbor,United States,83,29873,576
801,25,Ping Wang,https://s.research.com/images/c54aaf5c14108c7d2306c43014b630aba484595d-65x65.jpeg,York University,Canada,83,29410,449
802,107,Changsheng Xu,https://s.research.com/images/a8a5acc92971e69246a8659a23ecb1b97a700e4f-65x65.jpeg,Chinese Academy of Sciences,China,83,27594,544
803,446,Kevin Knight,https://s.research.com/images/215a65005c26982a9575fdc9badfc228a5687357-65x65.png,University of Southern California,United States,83,27364,270
804,447,Xiaoming Liu,https://s.research.com/images/27f4dec9534b5fd7cde5432ea2e9bdff5b1c3cb3-65x65.jpeg,Michigan State University,United States,83,27112,294
805,448,Alex Aiken,https://s.research.com/images/bb7b2e881a289a592e98439c4009db478da62307-65x65.jpeg,Stanford University,United States,83,26689,269
806,449,Jessica K. Hodgins,https://s.research.com/images/e2d1016c66b5a2b7baf44a98c2abf4297eea3346-65x65.jpeg,Carnegie Mellon University,United States,83,26510,287
807,450,Jasjit S. Suri,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,University of Idaho,United States,83,25896,526
808,16,Willy Susilo,https://s.research.com/images/bcb82a2bb745fe54569f25f2cc5a86348966d3b3-65x65.jpeg,University of Wollongong,Australia,83,25697,834
809,451,Henry Fuchs,https://s.research.com/images/00226d1de6de1a71f7659e8db4606ec8d11cb001-65x65.jpeg,University of North Carolina at Chapel Hill,United States,83,25223,340
810,108,Zongben Xu,https://s.research.com/images/ed6fdbcc0e88d657e4e85de536735a58c171f860-65x65.jpeg,Xi'an Jiaotong University,China,83,25021,445
811,109,Feng Wu,https://s.research.com/images/334aa86c6cdd3142480b79dc246f324aee967517-65x65.jpeg,University of Science and Technology of China,China,83,24839,678
812,110,Jinhui Tang,https://s.research.com/images/2fed2661446c0afe015750244cc9cb08caa54f51-65x65.jpeg,Nanjing University of Science and Technology,China,83,24548,344
813,5,Giuseppe De Giacomo,https://s.research.com/images/be36ba7402fdefbbc57a499361d2cb5e9d9e48e3-65x65.jpeg,Sapienza University of Rome,Italy,83,24457,371
814,452,Adam Soroca,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Millennial Media LLC,United States,83,22269,100
815,111,Shuihua Wang,https://s.research.com/images/80dba527f87c0f68267a0c6e7bf89f6d1483ac11-65x65.jpeg,Xi’an Jiaotong-Liverpool University,China,83,21450,368
816,112,Yong Deng,https://s.research.com/images/d8323fdac704608d319a6c671aa2f848ca4f2a3a-65x65.png,University of Electronic Science and Technology of China,China,83,20679,435
817,453,Kilian Q. Weinberger,https://s.research.com/images/14923df1c8ab122970e859532dafc072cea7d9e5-65x65.png,Cornell University,United States,82,87260,224
818,454,Padhraic Smyth,https://s.research.com/images/faff5c6f5f09fee8bfebffb11787f026a4e182e2-65x65.jpeg,"University of California, Irvine",United States,82,63061,377
819,455,Andrew Fitzgibbon,https://s.research.com/images/73053be94f0ac3ea6b940cda04987288edc30299-65x65.jpeg,Graphcore,United States,82,50888,282
820,456,Paramvir Bahl,https://s.research.com/images/85033016ade7cbb03f2d87d6605fbb0d700c1ae4-65x65.jpeg,Microsoft (United States),United States,82,50675,178
821,29,Holger H. Hoos,https://s.research.com/images/5660cd0270d246c4d79237690f98559528c7dc43-65x65.jpeg,RWTH Aachen University,Germany,82,38156,330
822,457,Mohammed J. Zaki,https://s.research.com/images/390b6c4de52af6b5a437bd7bf3541e7ffc6d8ebd-65x65.jpeg,Rensselaer Polytechnic Institute,United States,82,37494,347
823,458,Mehryar Mohri,https://s.research.com/images/eb68641b25cac0d7130ffe75e7f3107a2e6da2cc-65x65.jpeg,Google (United States),United States,82,36393,314
824,459,Hiroshi Ishii,https://s.research.com/images/8c5728a40e280ab51f1142b5d911a2bd3d0a70b0-65x65.jpeg,MIT,United States,82,35872,383
825,460,Barbara Liskov,https://s.research.com/images/f4be92a7748e57acef1f6266cefcbc59d3745bd9-65x65.jpeg,MIT,United States,82,34703,211
826,8,Jan J. Koenderink,https://s.research.com/images/9bf6da8c2eaf57f3e63c20c6975f976ff86b936f-65x65.jpeg,Delft University of Technology,Netherlands,82,34217,474
827,461,Ellen M. Voorhees,https://s.research.com/images/fa1975fa153eab80e745dd46eb572f0e04edee94-65x65.jpeg,National Institute of Standards and Technology,United States,82,34097,193
828,462,Tian He,https://s.research.com/images/fce3356f64705ac16e83800be9ae4fce2db4745c-65x65.jpeg,University of Minnesota,United States,82,33852,339
829,463,Christophe Diot,https://s.research.com/images/8705c3a875781a61ba60a9980769617dc7115284-65x65.jpeg,Google (United States),United States,82,33377,263
830,46,Nigel Shadbolt,https://s.research.com/images/1eec6f31ba17896426325d3d6950089b4f193dd1-65x65.jpeg,University of Oxford,United Kingdom,82,32758,631
831,464,Ling Liu,https://s.research.com/images/4d44bfc2dccfbaab1074ddc65676bb745a3398d3-65x65.jpeg,Georgia Institute of Technology,United States,82,32379,627
